target,mae,mse,rmse,r2
Dry_Green_g,8.591708183288574,108.01468658447266,10.393011430017417,0.6735677719116211
Dry_Total_g,17.544872283935547,633.7320556640625,25.174035347239474,0.4026517868041992
GDM_g,8.008515357971191,99.96321105957031,9.998160383769122,0.684844970703125
overall,11.381699562072754,280.5699768066406,16.750223186770995,0.5954015254974365
