target,mae,mse,rmse,r2
Dry_Green_g,7.3422112464904785,85.55929565429688,9.249826790502452,0.7414304614067078
Dry_Total_g,15.247580528259277,502.9762878417969,22.42713284933669,0.5259006023406982
GDM_g,6.606263160705566,77.23136138916016,8.788137538134013,0.756511926651001
overall,9.73201847076416,221.92233276367188,14.897057855955044,0.6799749135971069
