target,mae,mse,rmse,r2
Dry_Green_g,7.708765506744385,102.18279266357422,10.108550472920152,0.7788994908332825
Dry_Total_g,11.502053260803223,263.6053466796875,16.235927650728414,0.625186562538147
GDM_g,7.375392436981201,89.25923919677734,9.44771079133868,0.7977060079574585
overall,8.86207103729248,151.6824493408203,12.31594289288564,0.7503334283828735
