train_loss,valid_loss,val_rmse,pre_target_rmse,learning_rate
89.47804349310258,233.91481399536133,15.294272773266663,[14.336347 17.029577 14.35991 ],0.001
85.46094468060662,240.34139251708984,15.50294761933018,[14.373694 17.369339 14.585169],0.001
103.815756966086,217.74689102172852,14.756248573002631,[13.964514 16.478031 13.664095],0.001
95.53105242112103,244.5749053955078,15.638890798119533,[14.4567375 17.263918  15.056048 ],0.001
82.45896215999828,248.0543212890625,15.749740840656761,[14.566292  17.4612    15.0695915],0.001
80.43576809939216,214.79180526733398,14.655775766081577,[13.693665 16.383074 13.727846],0.001
76.0081231173347,212.69522666931152,14.584074746313346,[13.430509 16.256977 13.907474],0.001
71.94430070764878,211.3456687927246,14.537732194143377,[13.469324 16.199541 13.790909],0.001
67.3593625461354,214.87754440307617,14.658702653255592,[13.860143 16.00936  14.008195],0.001
74.4388978621539,219.86492538452148,14.827843039337136,[13.6024685 16.51357   14.208082 ],0.001
75.31455275591682,219.09599685668945,14.801891535948782,[13.765113 16.439299 14.055572],0.001
67.08414498497459,195.93113708496094,13.997540394117852,[13.227208 15.470947 13.171337],0.001
59.94837749705595,213.09460067749023,14.597758688093878,[13.631136 16.103758 13.933585],0.001
64.55574652727913,198.4246006011963,14.086326928026418,[13.148268 15.543727 13.445795],0.001
60.131309397080365,205.52517700195312,14.336149840900177,[13.322608 15.93517  13.607132],0.001
56.12578176049625,192.7371711730957,13.882981212923918,[12.981466  15.3771715 13.161899 ],0.001
52.561031832414514,188.01259231567383,13.711769361338991,[12.731183  15.2937975 12.963586 ],0.001
52.78668748631197,201.528076171875,14.196057935676578,[13.290308 15.658649 13.518825],0.001
50.19450309697319,193.5432949066162,13.911983105430414,[12.969285 15.44663  13.184427],0.001
48.03661323996151,207.17681121826172,14.393638137998893,[13.387122 15.958983 13.697674],0.001
48.26475928811466,185.52412796020508,13.620724068327197,[12.525158 15.352557 12.805925],0.001
54.53810635735007,194.0980682373047,13.931908276948448,[13.245747 15.201543 13.257356],0.001
52.70683400771197,186.24836540222168,13.647284246675978,[13.000959 14.892119 12.959358],0.001
62.74105363733628,196.8866672515869,14.031631158694017,[12.867517 15.71516  13.346188],0.001
53.78478689754711,176.79904174804688,13.29657950336318,[12.84046  14.387143 12.590861],0.001
49.11473027397604,180.9289436340332,13.450982857001042,[12.494537  14.7091675 13.05043  ],0.001
48.23330520181095,178.3668212890625,13.355404197891673,[12.318123 14.750719 12.875583],0.001
52.40419126959408,205.87275886535645,14.34826562482134,[13.357185 15.695023 13.887765],0.001
54.871151755837836,176.23572158813477,13.275380136682998,[12.1983185 14.780927  12.705605 ],0.001
51.54230157066794,194.96478652954102,13.962978459342215,[12.930081 15.586234 13.220312],0.001
44.32660899442785,189.61944389343262,13.770237127297126,[12.505965 15.351572 13.29618 ],0.001
46.50687077466179,162.1900863647461,12.735386271195802,[11.579204 14.320583 12.141382],0.001
40.38301866896012,176.43596839904785,13.282919816904139,[11.916781 15.028918 12.705502],0.001
37.09515953063965,194.03241729736328,13.929552215586753,[12.721552 15.377287 13.557229],0.001
41.04880854662727,165.0122833251953,12.845710103626278,[11.809401 14.331914 12.254433],0.001
36.391187106861786,168.95528030395508,12.998279164199728,[11.733607 14.653019 12.42889 ],0.001
36.06628695656271,175.2633171081543,13.238706562214817,[11.956783 14.796091 12.802383],0.001
34.90843188061434,172.8191967010498,13.146071603654015,[12.081103 14.653758 12.560729],0.0005
31.439062791712143,166.5314178466797,12.90470585117959,[11.754475 14.448969 12.35532 ],0.0005
33.507000249974865,165.4062614440918,12.861036116891983,[11.780473  14.3474455 12.31219  ],0.0005
33.29665590735043,167.41662979125977,12.9389576850905,[11.828983 14.503492 12.327763],0.0005
31.490355491638184,163.30436515808105,12.779058515706529,[11.7754135 14.18592   12.2479515],0.0005
