train_loss,valid_loss,val_rmse,pre_target_rmse,learning_rate
111.97756071651683,120.40470504760742,10.972907253937565,[10.920377 13.030902  8.494414],0.001
117.47485598395852,127.87871551513672,11.308347161063669,[10.257561  13.733998   9.4760685],0.001
101.92731094360352,116.89608955383301,10.811849409166054,[10.198216 13.154191  8.582068],0.001
103.42225489896886,111.60112571716309,10.564142765303897,[ 9.803649 12.789801  8.666764],0.001
92.45927967744716,131.94581604003906,11.48676699685508,[11.203849 13.575609  9.274375],0.001
113.2608622382669,109.14396858215332,10.447198621899085,[ 9.849883 12.603237  8.459911],0.001
147.34851837158203,148.88639068603516,12.201901422132114,[11.050695 14.879739 10.155525],0.001
112.94297655890969,172.23836517333984,13.12396119866046,[13.422537 15.394572  9.977863],0.001
106.90287275875316,129.25546646118164,11.36905724528135,[10.890081 13.41826   9.440489],0.001
87.94467611873851,129.17403984069824,11.365475198567713,[10.932095  13.560597   9.1717825],0.001
85.93420161920436,119.52508926391602,10.932752876070087,[10.300954 13.042771  9.074785],0.001
84.28473887724034,125.16755485534668,11.187830062344808,[10.35286  13.715095  8.9564  ],0.0005
74.21104027243221,123.57468795776367,11.116415762369428,[ 9.994353 13.806485  8.956449],0.0005
69.02260757895077,121.99559211730957,11.045160702822384,[ 9.600421 13.919363  8.948183],0.0005
74.70883403104894,118.07409286499023,10.866190181029088,[ 9.784273 13.527908  8.688266],0.0005
66.08081952263328,115.04205894470215,10.725765857161727,[ 9.611486 13.363504  8.61175 ],0.0005
