target,mae,mse,rmse,r2
Dry_Green_g,5.9581074714660645,64.49578857421875,8.03092700590777,0.8050866723060608
Dry_Total_g,17.375417709350586,714.3321533203125,26.726992971905997,0.3266791105270386
GDM_g,5.17509651184082,35.852020263671875,5.987655656738443,0.8869689702987671
overall,9.502873420715332,271.5599670410156,16.479076644066428,0.6083945035934448
