train_loss,valid_loss,val_rmse,pre_target_rmse,learning_rate
111.35763807857738,147.5321273803711,12.14627882247886,[10.613008 14.388703 11.08718 ],0.001
114.87978026446174,147.2073745727539,12.132904307846468,[11.071193  13.6518545 11.5185795],0.001
110.18440482195686,134.55641746520996,11.599845990441128,[10.392508 13.440327 10.724864],0.001
104.39085971607881,177.79400253295898,13.333942462994406,[11.4129505 15.837762  12.340661 ],0.001
114.94988172194537,139.64638137817383,11.817206842713576,[10.508002 13.581738 11.138106],0.001
104.74690827201394,149.54841423034668,12.228998359592099,[11.014795 14.028081 11.425079],0.001
97.80556903165929,147.71462440490723,12.153790144155199,[10.3901   14.375069 11.337861],0.001
98.89075469970703,140.14582633972168,11.8383203304806,[10.569841 13.468895 11.282944],0.001
88.69696645175709,158.86168670654297,12.60403423817741,[10.639002 15.178224 11.533352],0.0005
90.05982502769021,152.37421417236328,12.343995374341235,[10.672067  14.677532  11.3048525],0.0005
83.45726428312413,148.30778312683105,12.178168377641184,[10.64872  14.444858 11.084866],0.0005
79.87972416597255,151.63088989257812,12.31384951558927,[10.651823 14.375733 11.609034],0.0005
78.51641946680405,144.14530563354492,12.006052398247025,[10.594945 14.032409 11.102906],0.0005
