train_loss,valid_loss,val_rmse,pre_target_rmse,learning_rate
1782.8540615505642,1366.8330322265624,37.59148508607451,[30.194027 47.312824 33.002678],0.001
1610.4028184678818,1220.191162109375,35.56326888448248,[28.404533 45.034206 30.97323 ],0.001
1458.6130116780598,1076.3555419921875,33.45136796238216,[26.679525 42.590992 28.830402],0.001
1297.7676205105251,948.0929321289062,31.445230978155198,[25.087177 40.187916 26.86955 ],0.001
1185.05004035102,843.1762939453125,29.699684999381727,[23.840288 37.969006 25.223186],0.001
1083.4728546142578,751.0977416992188,28.075316359248298,[22.785334 35.787838 23.764038],0.001
979.3782831827799,669.9981262207032,26.57104527069539,[21.763565 33.712734 22.535753],0.001
879.5999908447266,598.2234619140625,25.200001986064528,[20.729866 31.870201 21.440224],0.001
793.8419901529948,531.4008056640625,23.835846597253735,[19.634777 30.228836 20.127985],0.001
735.7052476671007,506.6057067871094,23.293229143375147,[18.976847 30.050055 19.094423],0.001
664.6291080050999,441.87810668945315,21.830945454637536,[18.229021 27.538136 18.415327],0.001
607.5906177096897,409.1207611083984,21.032065479175184,[17.69469  26.41225  17.785786],0.001
553.4377280341255,376.51041717529296,20.179363110778315,[16.99482  25.486252 16.829947],0.001
518.0310927497017,353.82613067626954,19.6208569472322,[16.888662 24.162891 16.907452],0.001
480.9369828965929,324.5495361328125,18.793246837866636,[15.97472  23.560076 15.788905],0.001
454.2359203762478,300.40392150878904,18.09683796782172,[15.175414 22.851667 15.16558 ],0.001
427.8148356543647,298.95983123779297,17.991114648593292,[14.888375 23.295618 14.376752],0.001
389.04355494181317,265.13672027587893,16.9838152866031,[14.211578 21.609827 14.01415 ],0.001
357.7891305287679,253.3833465576172,16.58954620274137,[13.684812 21.550592 13.188517],0.001
345.3036575317383,234.97955017089845,15.971475446999301,[13.18373 20.5874  12.94652],0.001
323.46703211466473,219.0498077392578,15.47116606368496,[12.638263 20.02228  12.54805 ],0.001
302.1095157199436,209.31576843261718,15.104232275809371,[12.342154 19.777176 11.872155],0.001
294.56167305840387,218.9884811401367,15.380372140100146,[12.66332  20.272127 11.762173],0.001
274.8496462504069,187.21165618896484,14.217009787911461,[11.469611 18.802202 11.013414],0.001
261.25420422024195,174.8340316772461,13.756375585985406,[11.29274  18.185305 10.463384],0.001
249.03260718451605,176.9465690612793,13.829833051290334,[11.00398  18.332863 10.798678],0.001
232.9895282321506,172.54311752319336,13.667369235208488,[11.053172 18.120802 10.481165],0.001
227.38654602898492,166.3069206237793,13.335781889836127,[10.786872 17.70482  10.183907],0.001
232.00140719943576,182.70208435058595,13.953698021548355,[11.760062 18.442263 10.281096],0.001
210.78255229526096,153.60520629882814,12.895692067561445,[10.070022 17.244375 10.00614 ],0.001
198.18881183200412,162.66628875732422,13.160717420878946,[10.794089 17.689606  9.496262],0.001
195.99449051751031,154.65233612060547,12.885108905016699,[10.197737 17.212421  9.890238],0.001
187.77755228678384,144.58086547851562,12.438379611248228,[ 9.844031 16.738394  9.330652],0.001
176.9048720465766,145.81353530883788,12.47670375526644,[10.2489195 16.369238   9.695983 ],0.001
167.14982583787707,141.1300247192383,12.315344467394565,[ 9.936149 16.58868   9.005095],0.001
156.9692359500461,154.01001892089843,12.681174218716093,[ 9.992596 16.880997  9.880109],0.001
155.08964856465658,143.40036239624024,12.36176185371364,[ 9.676362 16.598925  9.448979],0.001
142.8392253451877,135.07728271484376,12.03590425904958,[ 9.597126 15.945332  9.393113],0.001
139.0182630750868,137.8936309814453,12.089823556122068,[ 9.591426 16.253143  9.073666],0.001
140.30537541707358,127.34140319824219,11.624482174076817,[ 9.13132  15.659342  8.762977],0.001
130.61307748158774,149.0213394165039,12.465414188999912,[ 9.52187  17.045788  9.216004],0.001
120.29137187533908,141.4174011230469,12.171379186989311,[ 9.181518 16.512266  9.35266 ],0.001
113.1713211271498,141.94783477783204,12.232026908889821,[ 9.630818 16.42019   9.300115],0.001
112.65135531955295,121.49794464111328,11.443510550343383,[ 8.937246  15.4238405  8.665598 ],0.001
108.12930965423584,137.67779846191405,11.977628198875928,[ 9.698743  15.902828   9.1337385],0.001
97.19094891018338,130.07199096679688,11.78851110788063,[ 9.279875 15.947394  8.744798],0.001
95.57197221120198,126.79163055419922,11.617542787312603,[ 9.126354 15.676403  8.709874],0.001
102.74929693010118,131.09256439208986,11.728829649470107,[ 9.251113 15.739175  8.910198],0.001
91.9311539332072,143.48966217041016,12.328444328088652,[ 9.704803 16.538229  9.395497],0.001
82.83018165164523,146.49610443115233,12.352938011446849,[ 9.610556 16.656002  9.380832],0.0005
77.3658750851949,136.5859619140625,11.988147604338147,[ 9.320012 16.290792  8.882259],0.0005
74.90010431077745,128.43646697998048,11.699846080843528,[ 9.297705 15.63118   8.937457],0.0005
75.19172043270535,161.7543830871582,12.922678543070669,[ 9.787211 17.66289   9.655036],0.0005
73.93891864352756,120.69600524902344,11.333928335689912,[ 8.933049 15.109499  8.79076 ],0.0005
73.40745088789198,128.70003509521484,11.703639346382616,[ 9.258106 15.70396   8.865584],0.0005
68.88495360480414,140.5458953857422,12.175837644238987,[ 9.379283 16.480404  9.229217],0.0005
65.94905598958333,129.2821144104004,11.689938540725418,[ 8.912016 15.846675  8.91195 ],0.0005
62.30769528283013,135.05209350585938,11.94193972168702,[ 9.086056 16.335005  8.856692],0.0005
64.04688496059842,130.79554290771483,11.769542269950035,[ 9.0321665 16.065718   8.710858 ],0.0005
61.725165685017906,136.28158264160157,12.011468493327989,[ 9.406419 16.16387   9.114534],0.00025
59.05690760082669,135.12476348876953,11.942359454514015,[ 9.215773 16.2209    8.933748],0.00025
55.73618088828193,136.48190460205078,11.993377129512067,[ 9.164414 16.335571  8.982535],0.00025
55.77771605385674,134.3044860839844,11.912672178098898,[ 9.204308 16.153624  8.948544],0.00025
54.491224924723305,140.32027282714844,12.1484506882967,[ 9.389794 16.437222  9.187166],0.00025
