target,mae,mse,rmse,r2
Dry_Green_g,6.72039794921875,76.18351745605469,8.728316988747297,0.7697650790214539
Dry_Total_g,16.5924015045166,533.592529296875,23.09962184315741,0.49704211950302124
GDM_g,7.377943992614746,91.29022216796875,9.554591679813887,0.7121884226799011
overall,10.230244636535645,233.68870544433594,15.286880173676247,0.6630071401596069
