target,mae,mse,rmse,r2
Dry_Green_g,6.741815090179443,79.79938507080078,8.933050154947122,0.8273321390151978
Dry_Total_g,10.683629035949707,228.296875,15.10949618617378,0.6753907203674316
GDM_g,6.932825565338135,77.2774658203125,8.79076025269217,0.8248611092567444
overall,8.119422912597656,128.45790100097656,11.33392698939677,0.7885606288909912
